headline,is_spam
"@AAlwuhaib1977 I know hundreds of Christians, but not a single one that fits the discription.",0
She a pussy Hoe till I get the Pussy HOE!,0
"@diandrasallini Claro que nao, mas ela pode falar kkkkkkk, agora tudo é bullying kkk",0
"RT @CatDeSpira: @freebsdgirl  Ignore fools. Embrace the term ""bitch"". It means you have strength and express your own opinions. ""Bitch"" is …",1
"GUYS PLS REPORT @/KUYA_EDU FOR THIS ACC IS THROWING OFFENSIVE REMARKS TOWARDS THE FILO 1D FANDOM, MAKING RAPE JOKES AND INSULTING GAYS",1
Miley Cyrus makes date rape joke: ‘Everyone’s a little bit gay… all it takes is one cocktail’ -... http://tmblr.co/ZAL7Er1Fii5cY,1
"Just to be clear, you stated you don’t know when actually you MUST know or you wouldn’t have said “tell me what happens when u call a female at work a bitch. I never did that. I tried talking things through. It’s not healthy to stay w a bitch.",1
Frankie Boyle talks people put money in. Gave him a couple of gags. A rape joke.&amp; one about gay men having sex with their mum. Blimey ! Danny DeVito likes plenty of butter on his crumpet. Joan Rivers escaped getting in the cross-hairs? Good girls go to hell Stuck a fork in you,1
"RT @HenryBeans It was the best of times, it was the worst of times. But she had amazing tits, I gotta say. #notsexist",1
@willberthelot @naaadnerb Deadbeat dad-ism is ILLEGAL.  This is the LEGAL system screwing him.,1
"@boxedariel So...is the answer ""nothing""?",1
@zforinger your gonna rape me? That's gay brah. Penn State Altoona is a completely different school than University Park. So that jokes bad,1
I have nothing to add.,1
I want to just slap that smug look off Kats face. #annoying #mkr @mykitchenrules,1
"RT @MikeQ42: @RandomHero30 @MT8_9 People who aren't full of hatred tend to be prettier, like this girl. I theorize being hateful makes one …",1
Layy ugly ass tried to hit me with a joke but why was it so corny. She's like I don't think I wanna be your friend anymore Ã°ÂÂÂÃ°ÂÂÂ,1
"'In her new self-released comedy special, Rape Jokes, Cameron Esposito talks about coming out and realizing that being gay meant upending the whole way women are valued.'",1
Who was responsible for convincing these girls they were so pretty? #MKR,1
What am I - NOT - supposed to call female coworkers a “fucking bitch”? REALLY?!?,1
"@zulfiqar_sheikh I support gay rape! Loool jokes. But cmon, we all know the outcome of this",1
"@dustinleidgett MT: ""@No1Lion99 @PSU_FACTS you should probably quit taking it in the ass"" oh a gay or child rape joke. #funny",1
Apparently my Counselling Ethics teacher made a Male Rape joke and a Gay Rape Joke. BYE I’M NOT GONNA ATTEND YOUR CLASS. ITS OVERBOARD. And I’m reporting tomorrow to the school management side after I get my results. This sort of jokes isn’t meant to be let out of the mouth,1
"Actually, they're not! Your mistake. @ruffelldan @JoeyG__ it's beyond all comprehension . Girls are just rubbish at geography #notsexist",1
I hate guys who call females bitches. Like who tf raised y’all ?,1
"Rape jokes, gay jokes paedo jokes...i can take a joke",1
@Femitheist @trishesdishes ...have to pay.  If she knows he can walk way w/o paying...I think she might drive a bit safer.  I understand...,1
"@breedoesntpanic I'll agree with the rape but gay,racial, and some murder jokes are funny. You just have to not be a prude",1
"@WillBrianna like, you aren't out here saying rape jokes/gay jokes/racist jokes are funny. Anyone who reads your Twitter would know that.",1
Pity the tide didn't come in and sink Annie's meatballs #MKR,1
RT @GamingWorldUK: #Feminazi #Revolution60 http://t.co/dofLbucj0D,1
We proved that we're not just pretty faces. Oh Nikki you proved that when you first appeared on TV. #mkr,1
"RT @_ialiyah: you bitches not friends , y'all just hate alike Ã°ÂÂÂ",1
"RT @mistaphill: #AskAWhiteFeminist Seriously, what rights don't you have, and why can none of you answer that question?",1
"@BlackOpal80 People assume she saw my avi/name &amp; blocked.  Nope, blocked by her before I knew who she was. Fems use a block list. So...",1
"Remember folks, some jokes on April fools can actually cause more hurt than laughs. Please don't joke about: Mental illness/suicide Pregnancy/miscarriage Coming out as gay/trans Rape Some of these are very real issues that some of us stuggle with daily.",1
"God, why must I tolerate rape and gay jokes near everyday?",1
RT @Jst_Domo: I'm noT sexist but there is a double standard with men &amp; women ! You want the guy everybody wants but we don't want the femal…,1
"I can see that. Yes, I think both associating rape with being gay to get leverage in a joke and to make a seriousness assumption about gay men is toxic and wrong. I think the OP works with the fact that the jokes also contribute to the toxicity by playing off existent homophobia.",1
"Um, wrong. She said that “everyone is gay” in jail, making light of the abhorrent amount of rape that occurs between men in jail. That’s not homosexuality. That’s sexual violence and should not be correlated or made into a joke - by anyone of any sexual orientation.",1
@RandomHero30 @rooshv @minasmith64 Who was she raped by?,1
"The black comedy scene has been needing a deep cleansing for at LEAAAST a decade. Rape jokes, trans jokes, and gay jokes are still ""go to"".",1
#IWatchPepsiIPLfor New rape and gay jokes after IPL inning.,1
"he is also against gay marriage, and makes rape jokes, and also could you guess that i fucking hate him",1
RT @LewRichardson1 I'm not sexist in the slightest but women comedians should not be allowed they aren't funny at all,1
RT @FrankWorleyPR: Ten things #feminists really don't care about http://t.co/0iDiNJgljE,1
RT @AlMartin2000: @Jackbarnesmra @AVoiceForMen @girlwriteswhat @JustLaurenB @BlackBeard20096 @MT8_9  Da womenz.. dey be sooo oppwessed! htt…,1
[@guardian] Miley Cyrus makes date rape joke onstage at GAY: During an impromptu appearance at London club GAY... http://bit.ly/1iImCiM,1
God I hate my mom when she’s drunk Female don’t know how to drink. Every time she be bringing up how I should’ve stood up for myself and this and that man stfu I’m gon call Fl and fall asleep otp with that bitch,1
RT @BoleynButtz: I believe in equal rights there for am not sexist but women's reaction times &amp; general awareness 2 whats going on whilst d…,1
"Somehow (straight) men were oppressed, bc they couldn’t harass women any more? Even by accident, they’d be horribly punished (as if!) Affirmative action meant more women got hired (not true) women could just ‘cry rape’ &amp; ruin a man’s life, can’t make ‘harmless’ gay jokes now...",1
"Guys be all like: ""Bro I wish a female co-worker would call me a fucking bitch.""",1
"And yet somehow, they thrive without your ignorant laughter. @juckfohn Call me sexist but I just don't find women funny.",1
@feministlah @GreenWeiner Women have more legal rights in every Western nation.  Who is privileged?,1
"insert gay joke. true story: once a guy asked my if i wasnt afraid for being in the same house as my gay cousin because ""how u know he is not gonna rape you in the bathroom"". probably is now writing mop rape scenes in Netflix that guy",1
don't ever call yourself a bad bitch cauz bruh do u know her? She's the baddest female so stfu,1
"Things that violate GOP religious freedom: gays, cakes, gay cakes Things they're cool with: rape, assault, jokes about rape/assault #coleg",1
RT @Banthemoms I'm not sexist but I hate feminists females already got equal rights stop complaining,1
So female calling men pigs is Okay and when men call a female bitch hes the scum of the Internet. Okay.,1
REASON WHY I DONT HAVE FEMALES FRIENDS Bitches will let them other hoes talk shit about you Bitches will try their best to be just like you &amp;amp; call it competition Bitches will find other females who don’t like you &amp; become Bestfriends,1
RT @DOCTOR___J I swear I'm not sexist but get these ladies outta here when it comes to football,1
"protip: if you're ""helping"" gay rights by simulating a rape onstage as a joke, then I don't want your help.",1
"I suppose you shave yours, then? @skelato_r Im not sexist. But women should shave their goddamn legs.",1
RT @damong__ I'm not sexist. But fuck marvel for disrespecting Thor like that,1
I don’t see how females can call their man all type of bitches I COULD NEVER..for one if I gotta out out that much disrespect we don’t even need to be together I LOVE MINES Way to much for that,1
coworkwes made rape jokes/csa jokes and arent doing their jobs or doing them poorly but im gay i guess,1
"@SnugRailgun She blocked me and I blocked her, why is that sexual abuse apologist @Auragasmic in my TL?",1
yeah he made some transphobic jokes about trans women and Caitlyn Jenner. He also made gay jokes and rape jokes,1
"I will stand up for female sports women that work all their lives only to be knocked out in a ring by a biological man, or the woman that cycles everyday only to be beaten by a biological man. I will stand for those women even if you call me a trans phobic bitch. I am a woman.",1
so racist jokes religious jokes abortion jokes rape jokes 9/11 jokes literally ANYTHING else is fair play. but not gay jokes.,1
@azmoderate @JoeWSJ Be a man. Stop babbling and squirming and admit you were wrong.,1
"@alston_myles @BattleOfWho  Nope.  Hence, the two DIFFERENT terms.",1
"Damn dude, you disgraced yourself today. If most Americans had the audacity to call their female co-workers a “fucking bitch” they’d be fired immediately.",1
@The_Loki_Jotunn Just need Sinclair for the trifecta.,1
"RT @BCONNfidence: I'm not sexist, but girl fights just plain suck. Whether its professionals or 2 girls on the street, I want no part of it…",1
"Audience Revolts After Margaret Cho Jokes About Rape, Whites, Gay People @TheCumiaShow http://www.breitbart.com/big-hollywood/2016/03/28/margaret-cho-angers-audience-with-jokes-about-rape-white-people-garry-shandling/",1
"raped is not a synonym for ""touched"" @magconboysthe He just got raped by that water https://t.co/sFPJE0dmqX",1
"Why are all the”gay jokes” being removed from family guy but not the black jokes, or Asian jokes, or white jokes, or sociopolitical jokes, or drug jokes, or rape jokes, or movie jokes, or actor jokes, or car jokes, or 80s cartoon jokes. Why only the “gay jokes”",1
"Miley Cyrus makes date rape joke: ‘Everyone’s a little bit gay… all it takes is one cocktail’: Mil... http://tinyurl.com/lg5heh8 #gay, #lgbt",1
"For the first time since the 2nd world war the police entered a disabled ladies home and forcibly arrested her for saying ‘have a gay day’, also Count Dankula was arrested for a joke involving his dog and Tommy Robinson for bring attention to child rape; where’s the BBC on that",1
Sassy.. More like trashy #MKR2015 #MKR,1
"@AnonMnom Was that yours?  Mine was CS is enforced (10,000's of men in jail) while visitation (these 1.05 examples aside) is not.",1
"Hope you have that same sentiment the next times someone calls a female member of your family ""a fucking bitch"".",1
"Because friend rape isn’t something to joke about I’m sorry if that offended y’all but maybe check what all he’s posting about,saying I’m mad at him because he’s gay I love all equally that has nothing to do with it but rape is nothing I can stand behind joke or not",1
Lol what bitch we don't af what y'all females call us,1
"Those are from years ago, please. HE HAS NEVER BEEN ACCUSED OF SEXUAL ASSAULT WHERE TF FID YOU READ THAT I-. He made ONE rape joke when he was drunk and depressed in 2011, the apologized for it later. He never fetishized anything. He’s pansexual and a gay icon himself. He-",1
“@standbythebody: Roxane Gay on Daniel Tosh and rape jokes. ” must read,1
"@PartTimeHobo @RedHurricane24 @JudgyBitch1 Meh...if Myers regains form, you'll forget he ever existed.  Armia and Lemieux are great assets.",1
"Yes they are NOT racist or sexist, “Gay donkey tried to rape my horse” http://fb.me/3PGad5Fqw",1
RT @sales88194029: Colin says the meat in the thigh was moist &amp; tender ??? Are you talking about the main dish or Nicki's thighs ? #MKR,1
And Franken-stein makes rape jokes and jokes about how he's glad when gays are killed.... http://www.thecrimson.com/article/1976/4/16/live-from-new-york-its-al/,1
RT @niigeriann: Hate dirty bitches that give they ð±  too everybody âï¸ð¯,1
Advocate NY Post Makes Gay Rape Joke on Jared Fogle Cover http://bit.ly/1JtwQTr #LGBT #News #Entertainment | https://twibble.io,1
twitter stans seeing that jack apologized for smoking weed but cant even apologize for the rape joke or allowing his friend to use gay an insult,1
@DianH4 @ExposeFalsehood I think you are pretty stupid.Girls are not even adults when they are 15. At 9 they are children playing with dolls,1
"“Gallantly insulting a celebrity for attention...” Your fave said he’d pay a prostitute to rape his son if he found out his son was gay, then defended it by saying it was an appropriate joke 8 years ago because people laughed, you fucking idiot!",1
"not that it's any better, but the actual joke you're thinking of is the pair of gay men rape Ryuuji, joke. The okama's just a chill bar lady",1
@HPluckrose @Feminazi_Front Nature/evolution provided men &amp; women with perfect equanimity,1
@iRap4Food a little gift from me to you. If all male comedians you've seen are just making rape amd gay jokes. You found shit comedians. https://m.youtube.com/watch?v=YqdsNxS_fk8,1
@JamesEdmonds90 @JohnDaniels41,1
Me: *joking idea on my OCs* NSFW Artist: so you mean like basically your plan like your Gay OC drag down by Siren then The Siren rape him? Me: ...*breathe* Her: what? I mean funny that your Gay OC idea has been rape by Sire- Me: I said joke Her: so Siren love Gay? Me:,1
"So what’s good for the goose is not good for the gander in your opinion. In other words it’s ok to call a female republican a bitch but not a female democrat, is that what your trying to say. That’s a little biased don’t you think.",1
"First, i really don't understand why the gays go in for femme fatale. Second, no Twitter joke should justify rape https://twitter.com/feimm/status/646310006648893440",1
"When I think lemon tart, I think tart lemon. Yes Colin, I see what you did there. #MKR",1
"RT @GabeMiller22 I'm not sexist at all, but woman sports analysts shouldn't be a thing",1
Ever laughed at a rape joke? Ever laughed at a joke about pedophilia? Ever laughed at a joke about gay people? This picture is no different than any 1 of those jokes It’s either all ok or none of it is ok,1
They bred the most dangerous feminazi in our country.,1
RT @PainfulAugustus: @lilysboo every girl should be sad for not being a boy,1
RT @FagitAaron fifa and girls just don't go together #notsexist,1
#bb19 #bbad #bblf @CBSBigBrother @WHISTLE-NUT.com aught to be ashamed of #bbJason remarks of RAPE and GAY jokes,1
Unfortunate gay rape joke,1
"Now, of course, Spartacus also didn't treat its gay characters as a joke or make them into stereotypes; rape wasn't shown to ultimately make you stronger; and killing slavers and liberating slaves was never portrayed as a bad thing. All marks against its prestigeness, I guess.",1
"I'm curious what the ""PC police"" are stopping these types from saying. N-word jokes? Rape jokes? Gay jokes? Oh, no! It's the end of comedy!",1
"Nt another joke abt rape n prison systems,it’s high tym y’all realize dt these jokes r rape jokes too bt it’s funny because it’s a man being raped Ps Gay people realize dt ds joke pushes the idea that gay men are rapist and have not understanding of consent, so stp encouraging it",1
"If Kat and Andre are strategically scoring, they need to be kicked off #mkr2015 #mkr",1
"RT @Matty_Hammons I'm not sexist but girls constantly are complaining about stuff on TV, kind of annoying",1
Fun fact: I have mommy issues... yet I don’t call women... “females” nor “bitches”,1
"RT @ElliottVKay Call me sexist, but I'm just not comfortable with ladies reffing football.",1
"I hate rape jokes. And when people use ""gay"" as a negative term. And racial slurs. And homophobic slurs.",1
Don’t Call Me About Another Nigga/Female Especially You Bitch Ass Nigga’s,1
"@Saffronian Here is a lesson you learned today. If you are going to act like an idiot feminazi, then expect to be treated like one. #blocked",1
"This post is problematic. I am a female breadwinner, but would never call another woman that chooses not to work, and hold her household down a “bum bitch” and generalize her partner as being controlling.",1
&amp; he's gone always be a hoe,1
"Sudeep, did she invite him though? No right? Why are you getting worded up? You're okay with Parvesh Verma cause he speaks against Muslims but against an idiot like Imam because he called for chakka jam?",2
@discerningmumin Islam has never been a resistance to oppression. It has always been source of oppression to both believers and non believer,2
"Boy, your comment about Journalists wanting to keep churches closed is beneath you. As a Christian woman and human being your bosses filth is brushing off on you. Not at all unbiased and a down right lie. SHAME ON YOU.",2
@ShashiTharoor @INCIndia Hindus were and are getting killed by Muslims terriorists in Kashmir. Congress mukt bharat will certainly happen if congressmen like you don’t change their idealogies and keep sounding like idiots. You actually don’t need enem,2
"White supremicists? How many do you know? There a few idiots in all races. Where is anti-semitism coming from? Dems, BLM, Antifa, Muslims. You won’t appease them by throwing white supremacy. They hate you &amp; want to destroy Israel &amp; all Jews &amp; you know it.",2
Urban naxal and a jihadi TT gang put together..wen more than 95% ot the population are happy to be united as one nation inspite of their diversity...who the F are u to preach otherwise..ur just a petty muslim activist...or should i say ground operative for Islamic Terrorism,2
@OneLegSandpiper @DblBlackDs So what is to blame for the more than 100 Islamist terrorists organizations? The Book of Mormon?,2
"It's not bjp, it's about you guys always support bad Muslims which makes you bad too, stop supporting those idiots..Hindus never do that..!!",2
"@PetaIndia @peta IDIOTS, Rakshabandhan is a Hindu festival, and Hindus by their nature protect COWS! If you have guts put same poster and Tweet, for any Muslim festival! Now shut the f..k up and get lost",2
But I think junk that u r born through Halala pl check Ur DNA bcz u people marry Ur chacheri mamaeri phuphurei sister how can u mentain this is ur actual face &amp; lastly the result is HALALAA . Abdul am I right HV u guts to say anything about Islamic Terrorism no bcz they r Ur com,2
"@SecPompeo We did not say ""Let's make the white palace a mosque"", ""Let's open Hagia Sophia for the worship of the Muslims"". +++ we didn't ask you, pompeo. Or against your will understand that the old Turkey, or we (like an idiot teaches) will teach.",2
What has happened to NYC.. it is not a Muslim stronghold. Have you forgotten 9-11 And who attacked u.s. idiot bush and the muslim Obama nation,2
The Muslim Brotherhood President of Egypt was removed in 2013 by Obama... You guys are idiots.,2
To RESTRICT Jihadis-Terrorists CONSPIRING Ghazwa-e-Hind Dar-ul-Harb JIHAD against Hindus-Hindutva-Hindusthan-Humanity&gt; their r RAKSHAK Hindus-Hindusthanis to PROTECT Maa Bharati BUT always backstabbed by Aalsi-Laalchi-Secular-Ignorant-Selfish HINDUS&gt;Before JIHADIS&gt;ELIMINATE them,2
"Pence is a clear example of radical right wing hypocrisy! Not to mention support of illegal, unethical action by such a so-called Christian!",2
"You should visit a Muslim country and see how WOKE they are, right before you're beheaded like the 2 British girl idiots who thought vacationing in Morocco was a ""good idea"". Don't be Blonde, err I mean stupid.",2
"U can't accept Godse is terrorist, but still I'm hypocrite?. There is Islamic terrorism, there's Hindutva terrorism etc. It's there in every religion.U've such a 'big' brain but can't look up what's terrorism. Cause u can't accept the existence of one terrorist in ur community",2
"Russian Hindus come out in support of @SPJ2020 who is a victim of religious persecution in Russia at the hands of an orthodox christian radical - Alexander Dvorkin. @MEAIndia @narendramodi @TOIIndiaNews @the_hindu @nytimes @Newsweek @RT_com @ZeeNewsHindi , article in @rusplt",2
Both countries facing Islamic terrorism.israel helped us many times during war.china PLA also torturing Hong kongers .can u say against China,2
Muslims who act like Erdogan can never do anything wrong are disgusting. Think of your Kurdish brothers and sisters you idiots.,2
@Ammaawah @jm111t All you are doing with your verses is proving sexism in Islam.,2
"@donnabrazile you need to really get right with God and stop lying, be the true Christian woman you have so often espoused and tell the truth... NOTHING IS WORTH LOSING YOUR SOUL OVER DONNA... WALK AWAY ... you will be protected ...",2
"Oh look the idiot doesn’t want to miss the opportunity to virtue signal and call for justice.... it’s already happening Illham, not because you called for it either, but because it’s right. What you want it a public lynching or stoning like in Muslim countries... NO",2
#AskAfridi Why Allah is gay? why prophet cuted the own penis? Why all Muslim are idiots? Why all muslim are brainless? Why Islam is religion of Terriosm? Why you are biggest chutiya on earth? Why pakistan is a terriost nation? Why pakistan is son of India?,2
Is this your humanity that you call it so called Jihad ? According to it if you die as terrorist you will go to jannat . Abbe chutiye ho kya be .,2
@yuskan0723 Here is what the scumbag Muslims do with children.  And then they use them for propaganda. http://t.co/JG5MeWh1ur,2
@LifeInKhilafah Sharia - taking injustice to new heights.  #Islam http://t.co/mnN6nnR8zL,2
"Look at how the Democrats support their cultural sites, but never say a word when I'm a weekly basis a Church is bombed, Christians are tortured, all in the name of Islam. Wake up Democrats, Radical Islam is going to eat you alive if you let it. #Hypocrisy",2
"Like all of the protesters of anti CAA who are first order idiots, who does not understand it has got nothing to do with Indian Muslims, you too are an addition to that idiots list. Stupidity peaks when kudrati biryani is served in pandals.",2
"Republicans are getting more ""radical right"" in their support of impeached Trump, as Christian groups start to call for President's removal.",2
He is idiot but still I support him you go and do whatever you can. Manipulation and propaganda is done by Muslims. Pseudo secular card victim card played by muslim. This is the reason for your hatred we know. Problems are there some legacy issues there will sort out.,2
"Let me tell u a hard truth: You Kashmiris have killed so much of our soldiers and innocent people (including Kashmiri Pandits) that you have sympathy from general public and today no one gives a fcuk about you people, who support Islamic terrorism..",2
Uighur Muslims in China are being led onto trains headed to concentration camps to have their organs harvested while idiots in this country are tearing down statues looting rioting and beating up civilians bc of you know “OpPreSSiOn”,2
"Try not defending the racist idiot then, you were the one talking about Muslim grooming gangs, not me!",2
@AMohedin Okay. So we agree that the Taliban and ISIS and Saudis are implementing 33:33.,2
U have destroyed your life. Welcome to the world of Islamic Terrorism.,2
YOU DUMBASS IDIOTS YOU DONT HAVE THE RIGHT TO TELL ME HOW I FEEL ABOUT THIS ... ITS MY RELIGION AND I FOUND THAT SO DISRESPECTFUL FOR US MUSLIMS .. I HAVE THE RIGHT TO FEEL THAT WAY SO STFU,2
"you idiots of Minneapolis, Muslims have you muffled! I’ll die before I celebrate anything muslim, enjoy your new fakeass religion!",2
"THE ABC'S OF ISLAMS MUSLIMS= FIGHTERS,WAR MONGERS, DISCUSTING & DISTRUCTIVE= ISIS. ABC'S IF U PUT ALL THE WAR MONGERING PASSAGES TOGETHER IN THE QURAN U COME UP WITH ALLAHS PERFECT MUSLIM AND THAT WOULD BE THE TERRORIST. ISIS R ONLY 1 SUCH ALLAH ARMY, TALIBAN, HAMAS, HEZBOALLAH",2
I don’t think you have read the Quran but only cherry picking quotes probably given to you by sites or other people. The Quran permits killing terrorists in self defence. You can interpret quotes to suit any argument which is what ISIS and you are doing,2
"Great news! Kristina Lyke is an honest, hard working, intelligent, Christian woman who believes ALL human life is precious and that our American Constitution and Bill of Rights is to be defended. She is ""For the People"" of MI-08. #MIlikeLyke",2
"U r talking of 1948, u don't know what world is facing by Islamic terrorism, u need to study a lot, u r totally wrong, trust me totally",2
@officialuarh @sunniqaziboard you can see the mentality of idiots I want to see him jail rascal basterd.he is offering to kill muslim,2
